date,neutral,season,team1,team2,score1,score2,open1,close1,open2,close2,oneH2,twoH2,moneyline1,moneyline2
1231,True,2016,OhioState,Clemson,0,31,3.5,61.5,56.5,1,0.5,27,-105,-115
102,True,2016,Iowa,Florida,3,30,40.5,2,40.5,1.5,0.5,20,105,-125
102,True,2016,WesternMichigan,Wisconsin,16,24,54,7.5,54,8,25.5,4,240,-280
102,True,2016,USC,PennState,52,49,6.5,60,7,59.5,3,31.5,-280,240
102,True,2016,Auburn,Oklahoma,19,35,64,6,67,2.5,31,3,120,-140
109,True,2016,Clemson,Alabama,35,31,54,6,51,6,24,2.5,180,-210
826,True,2017,OregonState,ColoradoState,27,58,62,3.5,60,3,0.5,32.5,140,-160
1202,True,2017,NorthTexas,FloridaAtlantic,17,41,74.5,10,71.5,12,31.5,4.5,300,-400
1202,True,2017,Akron,Toledo,28,45,54,18.5,62,20.5,27,9.5,900,-1600
1202,True,2017,MiamiFlorida,Clemson,3,38,48,7.5,48,12,21.5,6.5,400,-550
1202,True,2017,OhioState,Wisconsin,27,21,5.5,53.5,3.5,50.5,0.5,24.5,-170,145
1202,True,2017,TCU,Oklahoma,17,41,61.5,7,64,7.5,31.5,2,260,-330
1209,True,2017,Army,Navy,14,13,51,3.5,44,2,21,0.5,110,-130
1216,True,2017,N.CarolinaA&T,Grambling,21,14,7,51,5.5,49.5,3,21.5,-220,180
1216,True,2017,NorthTexas,Troy,30,50,60.5,5.5,62.5,4.5,30,1.5,150,-180
1216,True,2017,GeorgiaState,WesternKentucky,27,17,50.5,5,55,5.5,27,2.5,175,-210
1216,True,2017,Oregon,BoiseState,28,38,5,58.5,7,63,3.5,29,-260,210
1216,True,2017,Marshall,ColoradoState,31,28,54.5,5.5,58.5,3,28.5,3,140,-160
1216,True,2017,MiddleTennSt,ArkansasState,35,30,57.5,3.5,61,4,28.5,4,160,-190
1220,True,2017,LouisianaTech,SMU,51,10,70,5,70.5,4,31,6.5,155,-185
1221,True,2017,Temple,FloridaIntl,28,3,7,53.5,7,57.5,3.5,23.5,-280,230
1222,True,2017,UAB,Ohio,6,41,57,7.5,54.5,6.5,24.5,1,200,-250
1222,True,2017,CentralMichigan,Wyoming,14,37,45.5,pk,46,2.5,1.5,23,115,-135
1223,True,2017,TexasTech,SouthFlorida,34,38,64.5,2,66,2.5,31,2.5,115,-135
1223,True,2017,Army,SanDiegoState,42,35,46,6.5,46.5,6.5,24.5,3,190,-240
1223,True,2017,AppalachianSt,Toledo,34,0,62.5,8,61.5,6,28,4.5,190,-240
1224,True,2017,Houston,FresnoState,27,33,2,46,2.5,52,pk,25.5,-145,125
1226,True,2017,Utah,WestVirginia,30,14,4.5,54,6.5,56,4,26,-250,200
1226,True,2017,NoIllinois,Duke,14,36,47.5,4.5,48.5,5,24,2,180,-220
1226,True,2017,KansasState,UCLA,35,17,63.5,pk,6,58.5,3.5,27.5,-250,200
1227,True,2017,SouthernMiss,FloridaState,13,42,49,14,48.5,12.5,23.5,7,367,-475
1227,True,2017,BostonCollege,Iowa,20,27,45,3,46.5,2,21.5,0.5,110,-130
1227,True,2017,Missouri,Texas,16,33,1.5,60.5,3,61.5,4.5,31.5,-155,135
1227,True,2017,Purdue,Arizona,38,35,66.5,3.5,64,2.5,33.5,3,120,-140
1228,True,2017,Virginia,Navy,7,49,54,pk,50.5,3,21.5,1,125,-145
1228,True,2017,VirginiaTech,OklahomaState,21,30,63,6.5,61,6,28.5,1,180,-220
1228,True,2017,Stanford,TCU,37,39,47.5,2.5,50,3.5,24,4.5,145,-170
1228,True,2017,MichiganState,WashingtonState,42,17,44.5,3.5,3,47.5,1.5,21.5,-150,130
1229,True,2017,TexasA&M,WakeForest,52,55,64,3,62.5,3.5,35,1.5,145,-170
1229,True,2017,NCState,ArizonaState,52,31,6,59.5,5.5,62.5,1,30,-220,180
1229,True,2017,Kentucky,Northwestern,23,24,51,7,50.5,7.5,22.5,2,250,-310
1229,True,2017,UtahState,NewMexicoState,20,26,3,61,5,63.5,3.5,30,-220,180
1229,True,2017,USC,OhioState,7,24,64,7,66,10,29,4.5,320,-420
1230,True,2017,Louisville,MississippiState,27,31,5,61.5,7,62,1,31,-270,220
1230,True,2017,IowaState,Memphis,21,20,65.5,3,68.5,3.5,31.5,3,145,-170
1230,True,2017,Washington,PennState,28,35,55,1.5,56.5,3,27,0.5,135,-155
1230,True,2017,Wisconsin,MiamiFlorida,34,24,6.5,45,6.5,46,2.5,22,-250,200
101,True,2017,SouthCarolina,Michigan,26,19,43,8.5,41,8.5,18.5,3,300,-400
101,True,2017,CentralFlorida,Auburn,34,27,63,9.5,67,10.5,30.5,7.5,350,-450
101,True,2017,LSU,NotreDame,17,21,2,50,2,52.5,1.5,23.5,-125,105
101,True,2017,Georgia,Oklahoma,54,48,59,1,2.5,62.5,3,34,-140,120
101,True,2017,Alabama,Clemson,24,6,47,1,3.5,47,2.5,21,-180,150
108,True,2017,Alabama,Georgia,26,23,4.5,45,3.5,45,6,22.5,-180,155
901,True,2018,Washington,Auburn,16,21,54,2.5,50.5,1.5,"24,5",1,-101,-119
901,True,2018,Louisville,Alabama,14,51,53.5,25.5,60,22.5,24,10,1041,-2000
1130,True,2018,NoIllinois,BuffaloU,30,29,49,4,51.5,3,26.5,pk,140,-160
1130,True,2018,Utah,Washington,3,10,44.5,4,45,4.5,20.5,1.5,170,-200
1201,True,2018,Texas,Oklahoma,27,39,78,7.5,80,9.5,39.5,5,300,-400
1201,True,2018,Georgia,Alabama,28,35,63,13,62,11.5,31,9.5,355,-460
1201,True,2018,PittsburghU,Clemson,10,42,57.5,24.5,53.5,28,24,11.5,2250,-4500
1201,True,2018,Northwestern,OhioState,24,45,60,12.5,63.5,16.5,28,7,550,-800
1215,True,2018,AlcornSt,N.CarolinaA&T,22,24,48,9,46.5,7,22.5,pk,240,-300
1215,True,2018,NorthTexas,UtahState,13,52,64.5,10,68,7,27,5.5,220,-270
1215,True,2018,Tulane,ULLafayette,41,24,3.5,59,3,60.5,1.5,27.5,-155,135
1215,True,2018,ArizonaState,FresnoState,20,31,52.5,3.5,54.5,6,27,3,200,-250
1215,True,2018,EasternMichigan,GeorgiaSouthern,21,23,48,pk,45.5,2.5,21.5,pk,120,-140
1215,True,2018,MiddleTennSt,AppalachianSt,13,45,50.5,7,48,6.5,23.5,2.5,210,-260
1218,True,2018,NoIllinois,UAB,13,37,44,1,41.5,1,2.5,21,100,-120
1219,True,2018,Ohio,SanDiegoState,27,0,3,55,2,48.5,0.5,21,-145,125
1220,True,2018,Marshall,SouthFlorida,38,20,2,54.5,3,50,24,pk,-180,150
1221,True,2018,FloridaIntl,Toledo,35,32,66.5,6.5,57,7,27,5,240,-300
1221,True,2018,BYU,WesternMichigan,49,18,12.5,48,10.5,52,6.5,24,-380,290
1222,True,2018,WakeForest,Memphis,37,34,73,4,71,1.5,pk,37,110,-130
1222,True,2018,Houston,Army,14,70,64.5,3,56.5,6.5,25.5,3,200,-250
1222,True,2018,BuffaloU,Troy,32,42,3,53.5,2.5,51.5,0.5,26.5,-135,115
1222,True,2018,LouisianaTech,Hawaii,31,14,58.5,2,1,61.5,4,28,-120,100
1226,True,2018,MinnesotaU,GeorgiaTech,34,10,61,4,56.5,6,24.5,3,190,-240
1226,True,2018,TCU,California,10,7,41,pk,1.5,38.5,pk,17,-135,115
1227,True,2018,Duke,Temple,56,27,56.5,3,56.5,3.5,30,pk,150,-180
1227,True,2018,MiamiFlorida,Wisconsin,3,35,4,47,3,45,2.5,20,-155,135
1227,True,2018,Vanderbilt,Baylor,38,45,4.5,55,4.5,57.5,28.5,pk,-210,175
1228,True,2018,Auburn,Purdue,63,14,4,54.5,3.5,57.5,pk,24,-180,150
1228,True,2018,Syracuse,WestVirginia,34,18,74,7.5,3,67.5,0.5,28.5,-150,130
1228,True,2018,IowaState,WashingtonState,26,28,54.5,5,57,2.5,1,27.5,125,-145
1229,True,2018,ArkansasState,Nevada,13,16,58.5,pk,57.5,1.5,24.5,0.5,105,-125
1229,True,2018,Florida,Michigan,41,15,50.5,6,51,4.5,24.5,0.5,170,-200
1229,True,2018,SouthCarolina,Virginia,0,28,6,55,3.5,54,3,24.5,-170,145
1229,True,2018,Oklahoma,Alabama,34,45,79,13.5,81,15,37.5,6.5,450,-650
1229,True,2018,NotreDame,Clemson,3,30,56,11,58,10.5,27,6,300,-400
1231,True,2018,VirginiaTech,CincinnatiU,31,35,53.5,5.5,48.5,5,23.5,2,170,-200
1231,True,2018,PittsburghU,Stanford,13,14,52,6.5,52.5,3,pk,24.5,142,-165
1231,True,2018,MichiganState,Oregon,6,7,48,1.5,1,47,2,20.5,-120,100
1231,True,2018,Missouri,OklahomaState,33,38,9.5,71,9,73.5,6,35.5,-350,275
1231,True,2018,Northwestern,Utah,31,20,45,6.5,43.5,6.5,21.5,3.5,220,-270
1231,True,2018,NCState,TexasA&M,13,52,58.5,4.5,57.5,7.5,28,3.5,290,-380
101,True,2018,Iowa,MississippiState,27,22,44.5,6,39.5,7,19.5,4,240,-300
101,True,2018,Kentucky,PennState,27,24,48,5.5,47.5,4.5,21.5,4,160,-190
101,True,2018,LSU,CentralFlorida,40,32,8,54.5,7.5,58.5,2.5,31,-310,250
101,True,2018,Washington,OhioState,23,28,58.5,5,55.5,6,27,0.5,200,-250
101,True,2018,Texas,Georgia,28,21,58,10.5,60.5,13.5,30.5,10,425,-600
107,True,2018,Clemson,Alabama,44,16,62.5,7,57.5,5.5,31,7.5,190,-240
831,True,2019,Oregon,Auburn,21,27,57.5,2.5,55.5,3.5,27,3.5,145,-170
1207,True,2019,Baylor,Oklahoma,23,30,61,9.5,66.5,9.5,27.5,7,290,-380
1207,True,2019,Georgia,LSU,10,37,55.5,7,57,7,26.5,3.5,220,-270
1207,True,2019,Wisconsin,OhioState,21,34,52.5,16.5,58,16.5,30.5,11,550,-800
1207,True,2019,Virginia,Clemson,17,62,53,28,57,29.5,27,13.5,1700,-7000
1220,True,2019,BuffaloU,Charlotte,31,9,4.5,56.5,7,51.5,3,22.5,-270,220
1220,True,2019,KentState,UtahState,51,41,66,8,71.5,7,35,5,225,-275
1220,True,2019,UW-Whitewater,NorthCentralIllinois,14,41,68.5,13.5,69.5,13.5,29.5,1,400,-550
1221,True,2019,N.CarolinaA&T,AlcornSt,64,44,2.5,51.5,3,51.5,0.5,23.5,-155,135
1221,True,2019,CentralMichigan,SanDiegoState,11,48,41.5,4.5,41,3.5,20,1,160,-190
1221,True,2019,Liberty,GeorgiaSouthern,23,16,55.5,6,58.5,4.5,26.5,2.5,170,-200
1221,True,2019,FloridaIntl,ArkansasState,26,34,63,3,1,59.5,0.5,30,-120,100
1221,True,2019,Washington,BoiseState,38,7,3,50,3.5,48,1,21,-170,145
1221,True,2019,UAB,AppalachianSt,17,31,48,17.5,47.5,17,24.5,9.5,600,-900
1223,True,2019,Marshall,CentralFlorida,25,48,61,17.5,59.5,15,26.5,7,450,-650
1226,True,2019,MiamiFlorida,LouisianaTech,0,14,7.5,50.5,6.5,50,3,21.5,-240,190
1226,True,2019,PittsburghU,EasternMichigan,34,30,9.5,48.5,12.5,51,7,27,-500,375
1227,True,2019,NorthCarolina,Temple,55,13,6,52.5,6,57,2.5,27.5,-240,190
1227,True,2019,MichiganState,WakeForest,27,21,3.5,48.5,4,52,2.5,26.5,-185,155
1227,True,2019,OklahomaState,TexasA&M,21,24,54,4,56,4.5,27,3.5,170,-200
1227,True,2019,USC,Iowa,24,49,51.5,2.5,1,54.5,3.5,28,-115,-105
1227,True,2019,WashingtonState,AirForce,21,31,67,3,71.5,2.5,35,0.5,120,-140
1228,True,2019,IowaState,NotreDame,9,33,57.5,3.5,55,3.5,1,25.5,150,-180
1228,True,2019,Memphis,PennState,39,53,61,7.5,60.5,7,31.5,2.5,225,-275
1228,True,2019,Oklahoma,LSU,28,63,77,10,75,12.5,33,7,375,-500
1228,True,2019,Clemson,OhioState,29,23,61.5,pk,2.5,62.5,3,31.5,-145,125
1230,True,2019,WesternMichigan,WesternKentucky,20,23,52.5,2,56,3,27,4,125,-145
1230,True,2019,MississippiState,Louisville,28,38,3.5,62,4.5,63,31,0.5,-190,160
1230,True,2019,Illinois,California,20,35,42,4,48,6.5,24.5,0.5,215,-265
1230,True,2019,Virginia,Florida,28,36,54,13.5,55,16,27.5,7,500,-700
1231,True,2019,Kentucky,VirginiaTech,37,30,46.5,2.5,46.5,2,0.5,23.5,110,-130
1231,True,2019,FloridaState,ArizonaState,14,20,56,4.5,52,3,21.5,pk,140,-160
1231,True,2019,KansasState,Navy,17,20,2,52,53.5,2.5,24.5,2.5,115,-135
1231,True,2019,GeorgiaState,Wyoming,17,38,49,7,50,7,23,2.5,230,-280
1231,True,2019,Texas,Utah,38,10,55,6.5,57,7,25,4.5,210,-260
101,True,2019,Michigan,Alabama,16,35,56,7,60,7.5,31,3.5,260,-330
101,True,2019,MinnesotaU,Auburn,31,24,51,8,53,7,27.5,3.5,225,-275
101,True,2019,Wisconsin,Oregon,27,28,3,49.5,3,52.5,0.5,24,-160,140
101,True,2019,Baylor,Georgia,14,26,42.5,8.5,44,4,20,1.5,160,-190
102,True,2019,BostonCollege,CincinnatiU,6,38,54.5,6.5,54,7.5,22,4,240,-300
102,True,2019,TennesseeU,Indiana,23,22,1,49,3.5,55,3,24.5,-170,145
103,True,2019,Ohio,Nevada,30,21,6.5,56.5,10,62.5,6,30,-400,300
104,True,2019,Tulane,SouthernMiss,30,13,7,57.5,7,57.5,4,27.5,-270,220
106,True,2019,MiamiOhio,ULLafayette,17,27,55.5,14,55.5,15,27.5,8.5,500,-700
111,True,2019,JamesMadison,NoDakotaState,20,28,1,52.5,2,45,0.5,22.5,-125,105
113,True,2019,Clemson,LSU,25,42,68.5,3,66.5,4.5,34,0.5,165,-185
829,True,2020,AustinPeay,CentralArkansas,17,24,40.5,6,46.5,5,22.5,4,180,-210
904,True,2021,Georgia,Clemson,10,3,52.5,3.5,51.5,2.5,22.5,0.5,120,-140
904,True,2021,BYU,Arizona,24,16,9.5,56.5,13.5,54,4.5,24,-550,425
1009,True,2021,Oklahoma,Texas,55,48,3.5,64.5,4,65.5,6.5,33,-170,150
1023,False,2021,Stetson,Drake, , ,37.5,12.5,NL,NL,NL,NL,NL,NL
1204,True,2021,Baylor,OklahomaState,21,16,48.5,6.5,45.5,7,21.5,6,225,-265
1204,True,2021,KentState,NoIllinois,23,41,2,72.5,3.5,75.5,6.5,33.5,-165,145
1204,True,2021,Georgia,Alabama,24,41,4,53,6,48.5,4,27.5,-220,190
1204,True,2021,WakeForest,PittsburghU,21,45,71.5,2.5,74,2.5,35.5,0.5,140,-160
1204,True,2021,Iowa,Michigan,3,42,44.5,10.5,44,12,20.5,4,400,-500
1217,True,2021,Toledo,MiddleTennSt,24,31,7,54.5,10.5,50,3.5,24.5,-380,320
1217,True,2021,CoastalCarolina,NoIllinois,47,41,7.5,65,12.5,63.5,7.5,34.5,-450,375
1218,True,2021,AppalachianSt,WesternKentucky,38,59,3,66,68.5,1,1.5,37,-110,-110
1218,True,2021,SoCarolinaSt,JacksonSt,31,10,40.5,12.5,42.5,10.5,19.5,6,340,-410
1218,True,2021,UTEP,FresnoState,24,31,51.5,17.5,54.5,13.5,27.5,4,425,-550
1218,True,2021,UAB,BYU,31,28,55.5,8.5,54.5,5.5,27.5,4,200,-240
1218,True,2021,EasternMichigan,Liberty,20,56,58.5,7,58,10,27.5,4.5,290,-350
1218,True,2021,OregonState,UtahState,13,24,6.5,65,6.5,68.5,3,33.5,-250,210
1218,True,2021,Marshall,ULLafayette,21,36,49.5,6,56,3.5,27.5,0.5,170,-190
1221,True,2021,Wyoming,KentState,52,38,4,58.5,3,60.5,1,35,-150,130
1221,True,2021,SanDiegoState,TexSanAntonio,38,24,50,3.5,3,48.5,0.5,24.5,-140,120
1222,True,2021,Missouri,Army,22,24,65,3,54,7,26.5,5,215,-255
1223,True,2021,CentralFlorida,Florida,29,17,57.5,6.5,56,7,26,3.5,210,-250
1223,True,2021,MiamiOhio,NorthTexas,27,14,4.5,52.5,2,57,0.5,28.5,-130,110
1225,True,2021,BallState,GeorgiaState,20,51,48.5,1.5,53,6.5,24,1.5,190,-220
1227,True,2021,WesternMichigan,Nevada,52,24,65.5,7.5,6.5,57.5,4,24.5,-250,210
1228,True,2021,Houston,Auburn,17,13,51.5,2.5,1,49.5,22.5,0.5,-125,105
1228,True,2021,Louisville,AirForce,28,31,55.5,pk,54.5,1.5,0.5,27.5,-105,-115
1228,True,2021,TexasTech,MississippiState,34,7,59.5,9.5,58,10,28,7,290,-350
1228,True,2021,WestVirginia,MinnesotaU,6,18,44.5,7,45,6,21.5,4.5,200,-240
1229,True,2021,Maryland,VirginiaTech,54,10,53.5,2.5,4.5,55.5,1.5,27,-190,170
1229,True,2021,IowaState,Clemson,13,20,44.5,pk,45,2,21,0.5,105,-125
1229,True,2021,Oregon,Oklahoma,32,47,63,4,64,7.5,27.5,2,230,-270
1230,True,2021,SouthCarolina,NorthCarolina,38,21,58.5,5,57.5,13,30.5,7,375,-450
1230,True,2021,Purdue,TennesseeU,48,45,3,59,67,7.5,35.5,5,235,-275
1230,True,2021,PittsburghU,MichiganState,21,31,4.5,63,55,3.5,24,4,135,-155
1230,True,2021,ArizonaState,Wisconsin,13,20,43,7,42.5,8,20,5.5,265,-320
1231,True,2021,Rutgers,WakeForest,10,38,61.5,11.5,63,16.5,28.5,4.5,-110,-110
1231,True,2021,CentralMichigan,WashingtonState,24,21,54.5,4.5,56,5.5,23,3,-320,265
1231,True,2021,Georgia,Michigan,34,11,59,13.5,7.5,46,2.5,20.5,-250,210
1231,True,2021,CincinnatiU,Alabama,6,27,7,43.5,57,13,24.5,5,600,-900
101,True,2021,Arkansas,PennState,24,10,45,4.5,3,51,2,24,-165,145
101,True,2021,OklahomaState,NotreDame,37,35,44.5,2.5,1,45,2.5,24,-120,100
101,True,2021,Kentucky,Iowa,20,17,45.5,1,3,44,0.5,20.5,-145,125
101,True,2021,Utah,OhioState,45,48,65.5,9.5,64.5,4,35.5,7,155,-175
101,True,2021,Baylor,Mississippi,21,7,50.5,2.5,60.5,1,1.5,21,100,-120
104,True,2021,LSU,KansasState,20,42,2.5,46.5,47,10,20.5,3,330,-400
108,True,2021,MontanaSt,NoDakotaState,10,38,45,9,41.5,7,16.5,4,250,-300
110,True,2021,Georgia,Alabama,33,18,2.5,52.5,3,53,1.5,24,-148,138
827,True,2022,Northwestern,Nebraska,31,28,55,10,52,11.5,28,7,395,500
1008,True,2022,BYU,NotreDame,20,28,52,3,51.5,3.5,23,3,150,170
1105,True,2022,AirForce,Army,13,7,7,42.5,7,40.5,2,19.5,-265,225
1112,True,2022,NotreDame,Navy,35,32,19.5,42.5,16.5,40.5,6.5,21,-900,600
